Order_ID,Order_Date,Product_Category,Product_SKU,Quantity_Units,Production_Facility,Customer_Region,Order_Priority,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delivery_Status,Calculated_Risk_Score,Machine_Utilization_Pct,Quality_Score,Revenue_EUR,Profit_EUR,Order_Month,Order_Quarter,Order_Year,Day_of_Week,Is_Peak_Season
FED-001949,2024-02-18,Wine_Labels,WIN-5002,42099,Sao_Paulo_BR,Italy,Economy,5,5,On_Time,0.138,96.6,97.8,6314.85,2328.23,2,1,2024,Sunday,0
FED-001950,2024-11-15,Art_Design_Papers,ART-9656,1695,Sao_Paulo_BR,Asia_Pacific,Standard,4,4,On_Time,0.333,96.0,95.9,2034.0,739.72,11,4,2024,Friday,0
FED-001951,2023-01-04,Wine_Labels,WIN-1023,43538,Verona_IT,Rest_of_Europe,Express,7,7,On_Time,0.043,93.6,95.7,6530.7,2083.69,1,1,2023,Wednesday,0
FED-001952,2024-05-07,Wine_Labels,WIN-5455,38683,Verona_IT,Americas,Standard,4,4,On_Time,0.048,84.7,94.1,5802.45,1739.5,5,2,2024,Tuesday,0
FED-001953,2024-08-23,Wine_Labels,WIN-7224,8702,Chicago_US,Asia_Pacific,Standard,6,6,On_Time,0.084,88.0,95.3,1305.3,368.61,8,3,2024,Friday,1
FED-001954,2024-04-28,Self_Adhesive_Materials,SEL-9724,11484,Fabriano_IT,Americas,Express,3,3,On_Time,0.071,83.4,94.6,918.72,330.35,4,2,2024,Sunday,0
FED-001955,2023-12-08,Luxury_Packaging,LUX-3244,7107,Chicago_US,Italy,Economy,8,10,Slightly_Late,0.269,80.0,98.5,17767.5,5155.65,12,4,2023,Friday,0
FED-001956,2023-08-25,Luxury_Packaging,LUX-9987,13097,Verona_IT,Rest_of_Europe,Express,9,8,On_Time,0.158,70.1,93.3,32742.5,8876.58,8,3,2023,Friday,1
FED-001957,2024-03-27,Self_Adhesive_Materials,SEL-7703,80099,Fabriano_IT,Rest_of_Europe,Standard,5,6,Slightly_Late,0.142,90.9,94.0,6407.92,1937.13,3,1,2024,Wednesday,0
FED-001958,2023-05-04,Art_Design_Papers,ART-2946,4388,Sao_Paulo_BR,Americas,Standard,5,9,Late,0.343,86.8,94.2,5265.6,1284.13,5,2,2023,Thursday,0
FED-001959,2023-04-06,Self_Adhesive_Materials,SEL-5539,93705,Sao_Paulo_BR,Rest_of_Europe,Standard,6,5,On_Time,0.165,76.8,94.1,7496.4,2617.91,4,2,2023,Thursday,0
FED-001960,2024-07-08,Wine_Labels,WIN-6418,33105,Verona_IT,Rest_of_Europe,Economy,4,4,On_Time,0.079,81.7,94.9,4965.75,1404.78,7,3,2024,Monday,1
FED-001961,2023-04-13,Wine_Labels,WIN-6847,61173,Sao_Paulo_BR,Rest_of_Europe,Express,4,7,Late,0.057,76.6,93.2,9175.95,2522.61,4,2,2023,Thursday,0
FED-001962,2024-04-08,Luxury_Packaging,LUX-5509,13531,Fabriano_IT,Italy,Critical,8,7,On_Time,0.122,90.1,96.8,33827.5,12360.62,4,2,2024,Monday,0
FED-001963,2023-07-17,Wine_Labels,WIN-4238,67375,Fabriano_IT,Italy,Express,5,5,On_Time,0.049,81.0,93.8,10106.25,3282.63,7,3,2023,Monday,1
FED-001964,2023-05-16,Wine_Labels,WIN-4345,70727,Verona_IT,Rest_of_Europe,Standard,4,4,On_Time,0.057,84.9,94.1,10609.05,3662.03,5,2,2023,Tuesday,0
FED-001965,2024-01-11,Self_Adhesive_Materials,SEL-3606,66544,Barcelona_ES,Rest_of_Europe,Standard,3,3,On_Time,0.19,98.0,92.2,5323.52,1521.53,1,1,2024,Thursday,0
FED-001966,2024-04-30,Luxury_Packaging,LUX-2778,9352,Fabriano_IT,Rest_of_Europe,Standard,9,9,On_Time,0.185,85.9,96.7,23380.0,6955.64,4,2,2024,Tuesday,0
FED-001967,2023-03-28,Self_Adhesive_Materials,SEL-3722,45835,Fabriano_IT,Rest_of_Europe,Critical,4,4,On_Time,0.061,97.3,91.5,3666.8,1091.12,3,1,2023,Tuesday,0
FED-001968,2023-09-30,Self_Adhesive_Materials,SEL-6407,90577,Sao_Paulo_BR,Rest_of_Europe,Standard,3,3,On_Time,0.438,94.8,94.7,7246.16,2186.13,9,3,2023,Saturday,1
FED-001969,2024-04-08,Wine_Labels,WIN-8292,37484,Sao_Paulo_BR,Rest_of_Europe,Standard,5,5,On_Time,0.1,92.6,93.5,5622.6,1815.36,4,2,2024,Monday,0
FED-001970,2023-10-13,Wine_Labels,WIN-7648,47525,Sao_Paulo_BR,Americas,Express,6,5,On_Time,0.08,88.2,97.1,7128.75,2622.84,10,4,2023,Friday,1
FED-001971,2023-10-30,Luxury_Packaging,LUX-3077,9615,Sao_Paulo_BR,Italy,Standard,8,8,On_Time,0.404,93.7,92.5,24037.5,6664.84,10,4,2023,Monday,1
FED-001972,2023-02-25,Wine_Labels,WIN-3215,42884,Sao_Paulo_BR,Italy,Economy,5,5,On_Time,0.099,83.9,93.6,6432.6,2107.91,2,1,2023,Saturday,0
FED-001973,2023-02-24,Luxury_Packaging,LUX-9907,7260,Sao_Paulo_BR,Americas,Standard,7,6,On_Time,0.227,88.5,98.2,18150.0,5713.42,2,1,2023,Friday,0
FED-001974,2023-03-17,Wine_Labels,WIN-9993,50493,Sao_Paulo_BR,Rest_of_Europe,Critical,2,2,On_Time,0.067,95.4,93.5,7573.95,2456.91,3,1,2023,Friday,0
FED-001975,2023-05-20,Self_Adhesive_Materials,SEL-4612,78619,Verona_IT,Americas,Standard,5,5,On_Time,0.145,91.7,94.1,6289.52,2048.63,5,2,2023,Saturday,0
FED-001976,2024-12-16,Self_Adhesive_Materials,SEL-2313,90664,Sao_Paulo_BR,Rest_of_Europe,Express,2,2,On_Time,0.208,94.4,94.2,7253.12,2287.13,12,4,2024,Monday,0
FED-001977,2023-11-26,Luxury_Packaging,LUX-1447,8079,Barcelona_ES,Rest_of_Europe,Economy,8,9,Slightly_Late,0.305,88.7,94.9,20197.5,6076.34,11,4,2023,Sunday,0
FED-001978,2024-11-11,Self_Adhesive_Materials,SEL-2328,60042,Verona_IT,Italy,Critical,2,2,On_Time,0.087,96.4,92.3,4803.36,1660.52,11,4,2024,Monday,0
FED-001979,2023-03-26,Self_Adhesive_Materials,SEL-7087,76976,Chicago_US,Italy,Economy,6,6,On_Time,0.188,83.7,97.6,6158.08,1738.97,3,1,2023,Sunday,0
FED-001980,2023-02-28,Self_Adhesive_Materials,SEL-2886,92840,Sao_Paulo_BR,Italy,Critical,4,4,On_Time,0.089,88.1,97.7,7427.2,2485.74,2,1,2023,Tuesday,0
FED-001981,2024-05-31,Self_Adhesive_Materials,SEL-9847,71369,Barcelona_ES,Italy,Express,5,5,On_Time,0.083,83.8,96.7,5709.52,1806.37,5,2,2024,Friday,0
FED-001982,2024-05-03,Wine_Labels,WIN-9215,27814,Sao_Paulo_BR,Italy,Economy,4,4,On_Time,0.126,86.2,96.0,4172.1,1491.66,5,2,2024,Friday,0
FED-001983,2024-09-28,Self_Adhesive_Materials,SEL-1800,81226,Barcelona_ES,Italy,Standard,2,1,On_Time,0.313,98.0,97.4,6498.08,1788.09,9,3,2024,Saturday,1
FED-001984,2023-01-03,Self_Adhesive_Materials,SEL-5506,101073,Fabriano_IT,Rest_of_Europe,Standard,2,5,Late,0.2,98.0,97.4,8085.84,2223.0,1,1,2023,Tuesday,0
FED-001985,2024-06-26,Wine_Labels,WIN-4733,31552,Chicago_US,Rest_of_Europe,Standard,3,3,On_Time,0.084,78.1,95.9,4732.8,1361.73,6,2,2024,Wednesday,0
FED-001986,2023-11-26,Luxury_Packaging,LUX-1686,11488,Verona_IT,Americas,Standard,8,8,On_Time,0.16,78.9,98.4,28720.0,8506.79,11,4,2023,Sunday,0
FED-001987,2024-07-19,Self_Adhesive_Materials,SEL-8537,99604,Chicago_US,Italy,Critical,3,3,On_Time,0.113,82.4,97.0,7968.32,2491.34,7,3,2024,Friday,1
FED-001988,2024-09-24,Luxury_Packaging,LUX-9615,9914,Verona_IT,Americas,Standard,7,7,On_Time,0.214,84.1,96.8,24785.0,8724.47,9,3,2024,Tuesday,1
FED-001989,2023-07-09,Wine_Labels,WIN-9660,78172,Verona_IT,Italy,Express,4,4,On_Time,0.067,94.2,96.5,11725.8,3575.19,7,3,2023,Sunday,1
FED-001990,2023-05-08,Self_Adhesive_Materials,SEL-3907,142297,Sao_Paulo_BR,Rest_of_Europe,Standard,2,2,On_Time,0.321,85.5,95.7,11383.76,4199.55,5,2,2023,Monday,0
FED-001991,2024-07-14,Art_Design_Papers,ART-4075,4139,Chicago_US,Rest_of_Europe,Standard,9,12,Late,0.276,77.0,96.5,4966.8,1228.87,7,3,2024,Sunday,1
FED-001992,2024-06-25,Self_Adhesive_Materials,SEL-5835,111642,Chicago_US,Italy,Express,2,5,Late,0.151,80.8,95.5,8931.36,2726.06,6,2,2024,Tuesday,0
FED-001993,2023-06-24,Luxury_Packaging,LUX-3138,11880,Barcelona_ES,Italy,Standard,8,8,On_Time,0.2,79.7,96.0,29700.0,9426.14,6,2,2023,Saturday,0
FED-001994,2024-01-13,Self_Adhesive_Materials,SEL-8568,69011,Sao_Paulo_BR,Italy,Standard,4,4,On_Time,0.142,82.2,91.9,5520.88,1759.75,1,1,2024,Saturday,0
FED-001995,2023-02-11,Self_Adhesive_Materials,SEL-7122,87151,Barcelona_ES,Rest_of_Europe,Economy,2,6,Late,0.209,72.3,96.5,6972.08,1543.38,2,1,2023,Saturday,0
FED-001996,2023-10-25,Self_Adhesive_Materials,SEL-9904,69485,Verona_IT,Americas,Express,2,2,On_Time,0.131,86.4,92.9,5558.8,1850.07,10,4,2023,Wednesday,1
FED-001997,2024-11-30,Wine_Labels,WIN-7181,19348,Fabriano_IT,Asia_Pacific,Economy,5,6,Slightly_Late,0.095,96.2,91.9,2902.2,888.32,11,4,2024,Saturday,0
FED-001998,2023-11-12,Luxury_Packaging,LUX-1368,11339,Barcelona_ES,Rest_of_Europe,Standard,10,10,On_Time,0.187,76.1,92.2,28347.5,10146.75,11,4,2023,Sunday,0
FED-001999,2023-08-20,Self_Adhesive_Materials,SEL-5512,112570,Barcelona_ES,Rest_of_Europe,Express,5,5,On_Time,0.183,92.0,94.1,9005.6,2868.08,8,3,2023,Sunday,1
FED-002000,2023-12-06,Self_Adhesive_Materials,SEL-1615,65692,Fabriano_IT,Americas,Standard,3,6,Late,0.158,87.4,96.9,5255.36,1373.44,12,4,2023,Wednesday,0
FED-002001,2023-10-24,Self_Adhesive_Materials,SEL-6817,80706,Verona_IT,Rest_of_Europe,Economy,3,4,Slightly_Late,0.342,96.3,98.0,6456.48,1749.88,10,4,2023,Tuesday,1
FED-002002,2023-07-18,Self_Adhesive_Materials,SEL-3316,134419,Barcelona_ES,Americas,Standard,2,5,Late,0.222,75.3,96.6,10753.52,2849.34,7,3,2023,Tuesday,1
FED-002003,2023-04-15,Wine_Labels,WIN-1791,40992,Sao_Paulo_BR,Rest_of_Europe,Standard,5,5,On_Time,0.102,94.5,92.7,6148.8,1854.16,4,2,2023,Saturday,0
FED-002004,2024-09-13,Art_Design_Papers,ART-7635,4237,Fabriano_IT,Rest_of_Europe,Standard,6,7,Slightly_Late,0.27,77.2,97.0,5084.4,1236.83,9,3,2024,Friday,1
FED-002005,2024-10-21,Wine_Labels,WIN-2374,53699,Fabriano_IT,Rest_of_Europe,Critical,8,7,On_Time,0.034,82.5,99.1,8054.85,2570.42,10,4,2024,Monday,1
FED-002006,2024-09-18,Self_Adhesive_Materials,SEL-9203,55190,Chicago_US,Rest_of_Europe,Standard,4,4,On_Time,0.213,87.4,94.6,4415.2,1224.49,9,3,2024,Wednesday,1
FED-002007,2024-02-21,Self_Adhesive_Materials,SEL-1481,72953,Sao_Paulo_BR,Italy,Standard,2,2,On_Time,0.178,84.6,98.0,5836.24,1771.58,2,1,2024,Wednesday,0
FED-002008,2024-08-23,Wine_Labels,WIN-5004,51987,Chicago_US,Italy,Express,3,3,On_Time,0.12,97.1,92.1,7798.05,2867.49,8,3,2024,Friday,1
FED-002009,2024-12-05,Luxury_Packaging,LUX-2961,9132,Chicago_US,Rest_of_Europe,Standard,7,7,On_Time,0.268,90.4,94.9,22830.0,7926.14,12,4,2024,Thursday,0
FED-002010,2024-03-01,Art_Design_Papers,ART-1949,4408,Sao_Paulo_BR,Rest_of_Europe,Standard,7,7,On_Time,0.258,84.5,94.6,5289.6,1941.32,3,1,2024,Friday,0
FED-002011,2023-03-20,Wine_Labels,WIN-2783,72468,Verona_IT,Americas,Standard,6,6,On_Time,0.063,87.3,98.0,10870.2,3801.84,3,1,2023,Monday,0
FED-002012,2024-07-06,Wine_Labels,WIN-7672,16785,Fabriano_IT,Rest_of_Europe,Standard,6,6,On_Time,0.071,98.0,99.9,2517.75,887.12,7,3,2024,Saturday,1
FED-002013,2023-07-19,Wine_Labels,WIN-8393,48960,Fabriano_IT,Rest_of_Europe,Economy,5,4,On_Time,0.114,86.0,95.5,7344.0,2553.38,7,3,2023,Wednesday,1
FED-002014,2023-10-09,Wine_Labels,WIN-5816,41869,Chicago_US,Rest_of_Europe,Critical,4,7,Late,0.055,98.0,91.8,6280.35,1456.57,10,4,2023,Monday,1
FED-002015,2023-05-14,Luxury_Packaging,LUX-6529,10748,Chicago_US,Italy,Economy,8,7,On_Time,0.317,78.8,91.8,26870.0,9245.45,5,2,2023,Sunday,0
FED-002016,2023-09-01,Luxury_Packaging,LUX-2572,16602,Chicago_US,Asia_Pacific,Standard,9,9,On_Time,0.417,89.7,90.1,41505.0,15314.79,9,3,2023,Friday,1
FED-002017,2023-04-30,Self_Adhesive_Materials,SEL-1907,63073,Chicago_US,Italy,Standard,2,3,Slightly_Late,0.227,94.3,93.4,5045.84,1495.59,4,2,2023,Sunday,0
FED-002018,2024-06-16,Self_Adhesive_Materials,SEL-1446,61006,Barcelona_ES,Americas,Standard,3,7,Late,0.186,87.3,94.6,4880.48,1273.97,6,2,2024,Sunday,0
FED-002019,2024-01-31,Wine_Labels,WIN-4581,49637,Chicago_US,Asia_Pacific,Critical,5,5,On_Time,0.037,89.7,94.4,7445.55,2375.93,1,1,2024,Wednesday,0
FED-002020,2023-09-18,Self_Adhesive_Materials,SEL-2782,50060,Barcelona_ES,Rest_of_Europe,Critical,4,4,On_Time,0.106,96.3,94.7,4004.8,1317.38,9,3,2023,Monday,1
FED-002021,2024-05-12,Self_Adhesive_Materials,SEL-9593,111107,Chicago_US,Rest_of_Europe,Standard,2,2,On_Time,0.246,85.0,95.9,8888.56,2848.89,5,2,2024,Sunday,0
FED-002022,2023-09-28,Wine_Labels,WIN-8330,65493,Verona_IT,Rest_of_Europe,Express,7,7,On_Time,0.055,82.9,97.7,9823.95,2960.82,9,3,2023,Thursday,1
FED-002023,2023-07-18,Wine_Labels,WIN-3236,29061,Fabriano_IT,Rest_of_Europe,Standard,6,6,On_Time,0.056,78.5,94.3,4359.15,1180.59,7,3,2023,Tuesday,1
FED-002024,2024-02-22,Wine_Labels,WIN-7071,48697,Fabriano_IT,Rest_of_Europe,Standard,5,5,On_Time,0.047,74.6,95.8,7304.55,2549.34,2,1,2024,Thursday,0
FED-002025,2024-04-07,Self_Adhesive_Materials,SEL-2062,65261,Verona_IT,Italy,Standard,4,4,On_Time,0.112,87.2,95.0,5220.88,1870.33,4,2,2024,Sunday,0
FED-002026,2023-10-24,Wine_Labels,WIN-3713,47570,Fabriano_IT,Americas,Economy,5,5,On_Time,0.137,98.0,95.0,7135.5,2033.73,10,4,2023,Tuesday,1
FED-002027,2024-02-17,Self_Adhesive_Materials,SEL-7158,36676,Sao_Paulo_BR,Rest_of_Europe,Standard,5,5,On_Time,0.163,95.4,92.5,2934.08,929.22,2,1,2024,Saturday,0
FED-002028,2024-11-03,Wine_Labels,WIN-8474,41958,Sao_Paulo_BR,Americas,Standard,5,5,On_Time,0.108,91.5,92.8,6293.7,2237.36,11,4,2024,Sunday,0
FED-002029,2023-04-02,Self_Adhesive_Materials,SEL-5066,50575,Barcelona_ES,Americas,Express,2,2,On_Time,0.094,74.7,95.4,4046.0,1420.61,4,2,2023,Sunday,0
FED-002030,2023-05-31,Wine_Labels,WIN-4185,39503,Verona_IT,Americas,Express,5,5,On_Time,0.047,98.0,94.6,5925.45,1799.75,5,2,2023,Wednesday,0
FED-002031,2023-06-29,Self_Adhesive_Materials,SEL-3314,60461,Verona_IT,Americas,Express,4,4,On_Time,0.071,79.0,95.7,4836.88,1707.7,6,2,2023,Thursday,0
FED-002032,2024-03-16,Luxury_Packaging,LUX-8749,4635,Sao_Paulo_BR,Italy,Economy,6,5,On_Time,0.275,72.7,92.4,11587.5,3458.64,3,1,2024,Saturday,0
FED-002033,2023-06-08,Luxury_Packaging,LUX-3849,10792,Verona_IT,Rest_of_Europe,Standard,8,8,On_Time,0.197,88.8,94.4,26980.0,8707.25,6,2,2023,Thursday,0
FED-002034,2023-08-10,Wine_Labels,WIN-6927,44080,Fabriano_IT,Rest_of_Europe,Standard,5,5,On_Time,0.101,91.4,100.5,6612.0,2108.94,8,3,2023,Thursday,1
FED-002035,2024-10-27,Wine_Labels,WIN-5664,21504,Sao_Paulo_BR,Americas,Express,4,4,On_Time,0.068,87.0,98.2,3225.6,1180.09,10,4,2024,Sunday,1
FED-002036,2023-01-04,Self_Adhesive_Materials,SEL-8113,100948,Chicago_US,Italy,Standard,2,5,Late,0.214,87.2,95.9,8075.84,2480.31,1,1,2023,Wednesday,0
FED-002037,2023-12-16,Wine_Labels,WIN-5358,40846,Fabriano_IT,Americas,Standard,6,6,On_Time,0.05,77.5,95.6,6126.9,1982.37,12,4,2023,Saturday,0
FED-002038,2023-04-06,Self_Adhesive_Materials,SEL-4549,97728,Chicago_US,Rest_of_Europe,Standard,2,2,On_Time,0.186,66.6,96.6,7818.24,2321.08,4,2,2023,Thursday,0
FED-002039,2023-01-16,Luxury_Packaging,LUX-9659,13290,Chicago_US,Americas,Critical,8,8,On_Time,0.123,87.2,93.1,33225.0,11565.54,1,1,2023,Monday,0
FED-002040,2023-11-18,Luxury_Packaging,LUX-4942,10677,Verona_IT,Italy,Express,7,7,On_Time,0.109,77.8,94.6,26692.5,8450.76,11,4,2023,Saturday,0
FED-002041,2024-08-24,Self_Adhesive_Materials,SEL-3690,103014,Barcelona_ES,Rest_of_Europe,Standard,4,4,On_Time,0.252,98.0,93.0,8241.12,2445.42,8,3,2024,Saturday,1
FED-002042,2024-05-04,Self_Adhesive_Materials,SEL-7378,27333,Verona_IT,Americas,Critical,4,4,On_Time,0.05,86.8,96.2,2186.64,662.92,5,2,2024,Saturday,0
FED-002043,2023-03-06,Art_Design_Papers,ART-4167,3873,Verona_IT,Americas,Standard,4,3,On_Time,0.188,88.9,97.2,4647.6,1679.29,3,1,2023,Monday,0
FED-002044,2024-09-18,Wine_Labels,WIN-5575,41084,Verona_IT,Italy,Critical,4,4,On_Time,0.047,91.8,94.6,6162.6,2279.12,9,3,2024,Wednesday,1
FED-002045,2023-03-24,Wine_Labels,WIN-3903,28213,Sao_Paulo_BR,Americas,Critical,6,6,On_Time,0.038,88.2,95.8,4231.95,1149.15,3,1,2023,Friday,0
FED-002046,2024-10-06,Luxury_Packaging,LUX-7035,7707,Sao_Paulo_BR,Rest_of_Europe,Economy,9,8,On_Time,0.489,86.0,93.9,19267.5,6105.06,10,4,2024,Sunday,1
FED-002047,2023-08-14,Self_Adhesive_Materials,SEL-3659,24358,Barcelona_ES,Rest_of_Europe,Critical,3,3,On_Time,0.118,95.4,93.7,1948.64,719.07,8,3,2023,Monday,1
FED-002048,2023-03-01,Self_Adhesive_Materials,SEL-3130,53335,Chicago_US,Americas,Standard,5,5,On_Time,0.113,79.6,93.6,4266.8,1210.36,3,1,2023,Wednesday,0
FED-002049,2024-09-02,Wine_Labels,WIN-8768,93310,Verona_IT,Italy,Standard,6,6,On_Time,0.126,98.0,97.3,13996.5,4188.22,9,3,2024,Monday,1
FED-002050,2024-01-29,Art_Design_Papers,ART-1372,7443,Fabriano_IT,Asia_Pacific,Standard,4,7,Late,0.209,76.5,93.8,8931.6,2299.29,1,1,2024,Monday,0
FED-002051,2024-02-11,Art_Design_Papers,ART-2461,4138,Sao_Paulo_BR,Asia_Pacific,Express,5,7,Slightly_Late,0.201,87.3,95.5,4965.6,1201.55,2,1,2024,Sunday,0
FED-002052,2023-05-16,Art_Design_Papers,ART-7575,5162,Barcelona_ES,Asia_Pacific,Standard,5,9,Late,0.222,83.1,92.4,6194.4,1402.5,5,2,2023,Tuesday,0
FED-002053,2023-04-22,Luxury_Packaging,LUX-2665,12747,Verona_IT,Italy,Standard,7,7,On_Time,0.157,81.8,96.2,31867.5,9674.7,4,2,2023,Saturday,0
FED-002054,2023-03-22,Self_Adhesive_Materials,SEL-6206,121683,Verona_IT,Rest_of_Europe,Standard,4,4,On_Time,0.131,89.0,95.9,9734.64,2644.45,3,1,2023,Wednesday,0
FED-002055,2023-05-16,Luxury_Packaging,LUX-2217,12123,Sao_Paulo_BR,Rest_of_Europe,Standard,6,7,Slightly_Late,0.31,87.9,94.9,30307.5,8684.33,5,2,2023,Tuesday,0
FED-002056,2024-11-14,Luxury_Packaging,LUX-6292,8386,Barcelona_ES,Italy,Express,9,9,On_Time,0.168,98.0,95.2,20965.0,6567.58,11,4,2024,Thursday,0
FED-002057,2023-02-18,Wine_Labels,WIN-5665,56376,Chicago_US,Italy,Express,4,4,On_Time,0.06,98.0,92.3,8456.4,2329.35,2,1,2023,Saturday,0
FED-002058,2023-02-24,Wine_Labels,WIN-3322,58606,Fabriano_IT,Americas,Standard,6,6,On_Time,0.049,83.4,94.9,8790.9,2893.67,2,1,2023,Friday,0
FED-002059,2024-04-19,Self_Adhesive_Materials,SEL-3645,39023,Chicago_US,Italy,Standard,4,3,On_Time,0.157,90.8,92.8,3121.84,859.66,4,2,2024,Friday,0
FED-002060,2024-10-16,Wine_Labels,WIN-4168,33053,Chicago_US,Rest_of_Europe,Standard,4,4,On_Time,0.104,98.0,96.8,4957.95,1696.18,10,4,2024,Wednesday,1
FED-002061,2023-09-25,Luxury_Packaging,LUX-8175,8547,Chicago_US,Rest_of_Europe,Express,7,7,On_Time,0.272,90.7,93.4,21367.5,7790.26,9,3,2023,Monday,1
FED-002062,2023-08-28,Self_Adhesive_Materials,SEL-3903,53760,Fabriano_IT,Rest_of_Europe,Standard,2,2,On_Time,0.248,93.0,93.3,4300.8,1453.62,8,3,2023,Monday,1
FED-002063,2024-07-10,Self_Adhesive_Materials,SEL-1375,103039,Barcelona_ES,Rest_of_Europe,Standard,4,4,On_Time,0.153,79.9,94.9,8243.12,2464.2,7,3,2024,Wednesday,1
FED-002064,2024-05-19,Self_Adhesive_Materials,SEL-2949,108008,Sao_Paulo_BR,Rest_of_Europe,Standard,6,6,On_Time,0.257,98.0,95.7,8640.64,2883.72,5,2,2024,Sunday,0
FED-002065,2024-04-09,Luxury_Packaging,LUX-3400,10873,Verona_IT,Asia_Pacific,Standard,9,9,On_Time,0.149,80.7,96.6,27182.5,9182.74,4,2,2024,Tuesday,0
FED-002066,2023-01-16,Luxury_Packaging,LUX-4668,9075,Verona_IT,Italy,Standard,9,9,On_Time,0.187,91.6,96.8,22687.5,6260.68,1,1,2023,Monday,0
FED-002067,2024-10-06,Wine_Labels,WIN-6489,29407,Fabriano_IT,Rest_of_Europe,Critical,5,5,On_Time,0.029,75.6,97.1,4411.05,1206.38,10,4,2024,Sunday,1
FED-002068,2024-07-06,Art_Design_Papers,ART-3854,1000,Verona_IT,Rest_of_Europe,Standard,7,8,Slightly_Late,0.229,90.1,95.5,1200.0,362.69,7,3,2024,Saturday,1
FED-002069,2023-03-16,Art_Design_Papers,ART-1646,3588,Fabriano_IT,Rest_of_Europe,Express,4,4,On_Time,0.163,91.1,93.6,4305.6,1570.65,3,1,2023,Thursday,0
FED-002070,2024-07-24,Luxury_Packaging,LUX-1264,12513,Barcelona_ES,Rest_of_Europe,Express,8,8,On_Time,0.156,78.6,98.2,31282.5,9778.16,7,3,2024,Wednesday,1
FED-002071,2023-06-12,Wine_Labels,WIN-4765,38651,Verona_IT,Americas,Standard,7,7,On_Time,0.07,98.0,98.7,5797.65,1726.18,6,2,2023,Monday,0
FED-002072,2024-11-09,Self_Adhesive_Materials,SEL-5781,1000,Chicago_US,Rest_of_Europe,Economy,2,2,On_Time,0.265,96.4,94.2,80.0,25.21,11,4,2024,Saturday,0
FED-002073,2024-10-25,Wine_Labels,WIN-2376,67356,Sao_Paulo_BR,Americas,Express,5,5,On_Time,0.075,82.3,93.1,10103.4,3646.68,10,4,2024,Friday,1
FED-002074,2023-10-18,Wine_Labels,WIN-8231,37030,Sao_Paulo_BR,Asia_Pacific,Standard,5,4,On_Time,0.125,98.0,96.5,5554.5,1977.2,10,4,2023,Wednesday,1
FED-002075,2023-04-04,Luxury_Packaging,LUX-9835,5717,Fabriano_IT,Rest_of_Europe,Express,6,6,On_Time,0.134,91.9,94.5,14292.5,4680.95,4,2,2023,Tuesday,0
FED-002076,2024-11-03,Wine_Labels,WIN-8559,48573,Sao_Paulo_BR,Rest_of_Europe,Standard,7,9,Slightly_Late,0.112,98.0,95.6,7285.95,1759.8,11,4,2024,Sunday,0
FED-002077,2024-05-21,Self_Adhesive_Materials,SEL-9287,100358,Chicago_US,Italy,Standard,4,4,On_Time,0.213,98.0,93.9,8028.64,2492.11,5,2,2024,Tuesday,0
FED-002078,2024-05-24,Self_Adhesive_Materials,SEL-1625,108376,Fabriano_IT,Italy,Standard,5,5,On_Time,0.125,77.6,94.4,8670.08,2517.85,5,2,2024,Friday,0
FED-002079,2024-10-20,Luxury_Packaging,LUX-7040,12103,Sao_Paulo_BR,Rest_of_Europe,Critical,8,8,On_Time,0.155,79.9,94.2,30257.5,9032.16,10,4,2024,Sunday,1
FED-002080,2023-02-23,Self_Adhesive_Materials,SEL-6437,20976,Verona_IT,Americas,Standard,3,3,On_Time,0.124,91.4,93.3,1678.08,454.4,2,1,2023,Thursday,0
FED-002081,2024-12-03,Luxury_Packaging,LUX-6613,15734,Verona_IT,Italy,Critical,8,8,On_Time,0.119,91.7,92.0,39335.0,13251.57,12,4,2024,Tuesday,0
FED-002082,2024-01-19,Wine_Labels,WIN-6783,36081,Fabriano_IT,Rest_of_Europe,Economy,7,7,On_Time,0.096,93.8,94.1,5412.15,1871.76,1,1,2024,Friday,0
FED-002083,2024-09-18,Wine_Labels,WIN-5411,36430,Fabriano_IT,Italy,Standard,4,4,On_Time,0.085,87.0,95.2,5464.5,1659.53,9,3,2024,Wednesday,1
FED-002084,2024-02-05,Self_Adhesive_Materials,SEL-2689,50278,Fabriano_IT,Italy,Standard,5,5,On_Time,0.118,91.5,96.7,4022.24,1184.88,2,1,2024,Monday,0
FED-002085,2023-12-15,Luxury_Packaging,LUX-6535,13687,Barcelona_ES,Rest_of_Europe,Critical,9,9,On_Time,0.095,75.9,94.1,34217.5,11022.38,12,4,2023,Friday,0
FED-002086,2024-05-09,Wine_Labels,WIN-4631,54338,Barcelona_ES,Asia_Pacific,Standard,5,5,On_Time,0.086,91.2,93.1,8150.7,2548.89,5,2,2024,Thursday,0
FED-002087,2024-12-12,Wine_Labels,WIN-9265,80896,Sao_Paulo_BR,Rest_of_Europe,Standard,5,9,Late,0.128,97.3,95.1,12134.4,3545.86,12,4,2024,Thursday,0
FED-002088,2023-04-19,Luxury_Packaging,LUX-7328,5787,Chicago_US,Italy,Standard,8,8,On_Time,0.206,86.1,92.7,14467.5,4280.77,4,2,2023,Wednesday,0
FED-002089,2024-07-26,Wine_Labels,WIN-4673,66468,Sao_Paulo_BR,Rest_of_Europe,Express,6,6,On_Time,0.1,92.8,93.9,9970.2,3147.57,7,3,2024,Friday,1
